uid,species,genotype,split
Sorghum_Olympus_Exp5_1_05,Sorghum,ETSL 101888,train
Sorghum_Olympus_Exp5_4_04,Sorghum,ETSL 101888,train
Sorghum_Olympus_Exp6_2_01,Sorghum,ETSL 100305,val
Sorghum_Olympus_Exp6_4_05,Sorghum,ETSL 100305,val
Sorghum_Olympus_Exp7_1_01,Sorghum,ETSL 100308,train
Sorghum_Olympus_Exp7_1_05,Sorghum,ETSL 100308,train
Sorghum_Olympus_Exp7_1_06,Sorghum,ETSL 100308,train
Sorghum_Olympus_Exp7_2_05,Sorghum,ETSL 100308,train
Sorghum_Olympus_Exp7_3_01,Sorghum,ETSL 100308,train
Sorghum_Olympus_Exp8_1_03,Sorghum,ETSL 101847,train
Sorghum_Olympus_Exp8_2_02,Sorghum,ETSL 101847,train
Sorghum_Olympus_Exp8_2_06,Sorghum,ETSL 101847,train
Sorghum_Olympus_Exp8_4_01,Sorghum,ETSL 101847,train
Sorghum_Olympus_Exp8_4_05,Sorghum,ETSL 101847,train
Sorghum_Olympus_Exp9_1_05,Sorghum,ETSL 101866,train
Sorghum_Olympus_Exp9_2_01,Sorghum,ETSL 101866,train
Sorghum_Olympus_Exp9_2_04,Sorghum,ETSL 101866,train
Sorghum_Olympus_Exp9_4_01,Sorghum,ETSL 101866,train
Sorghum_Olympus_Exp10_1_02,Sorghum,ETSL 101844,train
Sorghum_Olympus_Exp10_1_05,Sorghum,ETSL 101844,train
Sorghum_Olympus_Exp10_2_01,Sorghum,ETSL 101844,train
Sorghum_Olympus_Exp10_3_02,Sorghum,ETSL 101844,train
Sorghum_Olympus_Exp10_3_05,Sorghum,ETSL 101844,train
Sorghum_Olympus_Exp11_3_06,Sorghum,ETSL 101843,val
Sorghum_Olympus_Exp11_4_06,Sorghum,ETSL 101843,val
Sorghum_Olympus_Exp12_1_01,Sorghum,ETSL 101857,val
Sorghum_Olympus_Exp12_2_03,Sorghum,ETSL 101857,val
Sorghum_Olympus_Exp12_2_04,Sorghum,ETSL 101857,val
Sorghum_Olympus_Exp13_1_01,Sorghum,ETSL 101845,train
Sorghum_Olympus_Exp13_1_04,Sorghum,ETSL 101845,train
Sorghum_Olympus_Exp13_2_01,Sorghum,ETSL 101845,train
Sorghum_Olympus_Exp13_3_05,Sorghum,ETSL 101845,train
Sorghum_Olympus_Exp13_4_01,Sorghum,ETSL 101845,train
Sorghum_Olympus_Exp14_1_04,Sorghum,Gobiye,train
Sorghum_Olympus_Exp14_2_03,Sorghum,Gobiye,train
Sorghum_Olympus_Exp14_2_04,Sorghum,Gobiye,train
Sorghum_Olympus_Exp14_3_01,Sorghum,Gobiye,train
Sorghum_Olympus_Exp14_4_01,Sorghum,Gobiye,train
Sorghum_Olympus_Exp16_2_01,Sorghum,SRN39,test
Sorghum_Olympus_Exp16_2_02,Sorghum,SRN39,test
Sorghum_Olympus_Exp16_2_04,Sorghum,SRN39,test
Sorghum_Olympus_Exp16_3_05,Sorghum,SRN39,test
Sorghum_Olympus_Exp17_1_01,Sorghum,Framida,train
Sorghum_Olympus_Exp17_1_04,Sorghum,Framida,train
Sorghum_Olympus_Exp17_3_04,Sorghum,Framida,train
Sorghum_Olympus_Exp17_4_01,Sorghum,Framida,train
Sorghum_Olympus_Exp17_4_05,Sorghum,Framida,train
Sorghum_Olympus_Exp18_1_01,Sorghum,S35,train
Sorghum_Olympus_Exp18_1_04,Sorghum,S35,train
Sorghum_Olympus_Exp18_3_01,Sorghum,S35,train
Sorghum_Olympus_Exp18_3_03,Sorghum,S35,train
Sorghum_Olympus_Exp18_4_04,Sorghum,S35,train
Sorghum_Olympus_Exp19_3_05,Sorghum,B35,val
Sorghum_Olympus_Exp21_1_03,Sorghum,Dekeba,train
Sorghum_Olympus_Exp21_3_02,Sorghum,Dekeba,train
Sorghum_Olympus_Exp21_3_04,Sorghum,Dekeba,train
Sorghum_Olympus_Exp21_3_05,Sorghum,Dekeba,train
Sorghum_Olympus_Exp22_1_02,Sorghum,Melkam,train
Sorghum_Olympus_Exp22_1_04,Sorghum,Melkam,train
Sorghum_Olympus_Exp22_2_01,Sorghum,Melkam,train
Sorghum_Olympus_Exp22_2_02,Sorghum,Melkam,train
Sorghum_Olympus_Exp22_2_04,Sorghum,Melkam,train
Sorghum_Olympus_Exp23_3_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp23_3_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp23_4_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp23_4_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp24_2_04,Sorghum,2005MI5064,val
Sorghum_Olympus_Exp24_3_01,Sorghum,2005MI5064,val
Sorghum_Olympus_Exp24_3_02,Sorghum,2005MI5064,val
Sorghum_Olympus_Exp25_1_03,Sorghum,Macia,train
Sorghum_Olympus_Exp25_1_04,Sorghum,Macia,train
Sorghum_Olympus_Exp25_1_06,Sorghum,Macia,train
Sorghum_Olympus_Exp25_2_04,Sorghum,Macia,train
Sorghum_Olympus_Exp26_2_04,Sorghum,NTJ2,val
Sorghum_Olympus_Exp26_4_01,Sorghum,NTJ2,val
Sorghum_Olympus_Exp27_1_01,Sorghum,A2267-2,train
Sorghum_Olympus_Exp27_1_02,Sorghum,A2267-2,train
Sorghum_Olympus_Exp27_1_05,Sorghum,A2267-2,train
Sorghum_Olympus_Exp27_2_01,Sorghum,A2267-2,train
Sorghum_Olympus_Exp27_3_01,Sorghum,A2267-2,train
Sorghum_Olympus_Exp27_3_03,Sorghum,A2267-2,train
Sorghum_Olympus_Exp30_1_01,Sorghum,ETSL 100143,train
Sorghum_Olympus_Exp30_1_04,Sorghum,ETSL 100143,train
Sorghum_Olympus_Exp30_3_03,Sorghum,ETSL 100143,train
Sorghum_Olympus_Exp30_4_04,Sorghum,ETSL 100143,train
Sorghum_Olympus_Exp31_1_05,Sorghum,ETSL 100316,train
Sorghum_Olympus_Exp31_2_01,Sorghum,ETSL 100316,train
Sorghum_Olympus_Exp31_4_02,Sorghum,ETSL 100316,train
Sorghum_Olympus_Exp31_4_03,Sorghum,ETSL 100316,train
Sorghum_Olympus_Exp32_2_01,Sorghum,ETSL 100046,train
Sorghum_Olympus_Exp32_3_01,Sorghum,ETSL 100046,train
Sorghum_Olympus_Exp32_3_05,Sorghum,ETSL 100046,train
Sorghum_Olympus_Exp34_2_01,Sorghum,P9501B,val
Sorghum_Olympus_Exp34_3_07,Sorghum,P9501B,val
Sorghum_Olympus_Exp36_2_04,Sorghum,ETSL 100307,train
Sorghum_Olympus_Exp36_3_01,Sorghum,ETSL 100307,train
Sorghum_Olympus_Exp36_3_03,Sorghum,ETSL 100307,train
Sorghum_Olympus_Exp37_1_02,Sorghum,ETSL 101853,val
Sorghum_Olympus_Exp37_4_02,Sorghum,ETSL 101853,val
Sorghum_Olympus_Exp38_1b_02,Sorghum,ETSL 100309,train
Sorghum_Olympus_Exp38_2_05,Sorghum,ETSL 100309,train
Sorghum_Olympus_Exp38_3_02,Sorghum,ETSL 100309,train
Sorghum_Olympus_Exp38_3_03,Sorghum,ETSL 100309,train
Sorghum_Olympus_Exp39_2_01,Sorghum,ETWS 90754,train
Sorghum_Olympus_Exp39_2_04,Sorghum,ETWS 90754,train
Sorghum_Olympus_Exp39_4_01,Sorghum,ETWS 90754,train
Sorghum_Olympus_Exp40_1_02,Sorghum,ETWS 90787,train
Sorghum_Olympus_Exp40_1_04,Sorghum,ETWS 90787,train
Sorghum_Olympus_Exp40_3_04,Sorghum,ETWS 90787,train
Sorghum_Olympus_Exp41_1_01,Sorghum,ETWS 91242,train
Sorghum_Olympus_Exp41_1_06,Sorghum,ETWS 91242,train
Sorghum_Olympus_Exp41_2_02,Sorghum,ETWS 91242,train
Sorghum_Olympus_Exp42_2_03,Sorghum,ETWS 91323,train
Sorghum_Olympus_Exp42_2_04,Sorghum,ETWS 91323,train
Sorghum_Olympus_Exp42_3_02,Sorghum,ETWS 91323,train
Sorghum_Olympus_Exp42_4_04,Sorghum,ETWS 91323,train
Sorghum_Olympus_Exp43_3_02,Sorghum,IESV 23005DL,val
Sorghum_Olympus_Exp44_1_03,Sorghum,IS 38408,train
Sorghum_Olympus_Exp44_2_01,Sorghum,IS 38408,train
Sorghum_Olympus_Exp44_3_04,Sorghum,IS 38408,train
Sorghum_Olympus_Exp44_4_01,Sorghum,IS 38408,train
Sorghum_Olympus_Exp44_4_02,Sorghum,IS 38408,train
Sorghum_Olympus_Exp45_1_04,Sorghum,IS 38343,train
Sorghum_Olympus_Exp45_1_05,Sorghum,IS 38343,train
Sorghum_Olympus_Exp45_3_02,Sorghum,IS 38343,train
Sorghum_Olympus_Exp45_3_03,Sorghum,IS 38343,train
Sorghum_Olympus_Exp45_4_02,Sorghum,IS 38343,train
Sorghum_Olympus_Exp45_4_03,Sorghum,IS 38343,train
Sorghum_Olympus_Exp46_1_01,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_1_02,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_2_01,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_2_02,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_2_03,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_3_02,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_3_04,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_4_01,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp46_4_02,Sorghum,ETSL 100016,train
Sorghum_Olympus_Exp47_1_01,Sorghum,Misikir,val
Sorghum_Olympus_Exp47_2_04,Sorghum,Misikir,val
Sorghum_Olympus_Exp48_1_02,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp48_1_04,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp48_2_01,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp48_2_03,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp48_3_01,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp48_3_02,Sorghum,ETSL 101728,train
Sorghum_Olympus_Exp49_1_01,Sorghum,IS 38306,train
Sorghum_Olympus_Exp49_2_01,Sorghum,IS 38306,train
Sorghum_Olympus_Exp49_3_02,Sorghum,IS 38306,train
Sorghum_Olympus_Exp49_3_04,Sorghum,IS 38306,train
Sorghum_Olympus_Exp50_1_01,Sorghum,ETSL 100726,train
Sorghum_Olympus_Exp50_3_02,Sorghum,ETSL 100726,train
Sorghum_Olympus_Exp50_3_03,Sorghum,ETSL 100726,train
Sorghum_Olympus_Exp50_4_02,Sorghum,ETSL 100726,train
Sorghum_Olympus_Exp52_2_01,Sorghum,ETSL 101295,train
Sorghum_Olympus_Exp52_2_04,Sorghum,ETSL 101295,train
Sorghum_Olympus_Exp52_2_05,Sorghum,ETSL 101295,train
Sorghum_Olympus_Exp53_3_01,Sorghum,235464,train
Sorghum_Olympus_Exp53_3_05,Sorghum,235464,train
Sorghum_Olympus_Exp53_4_01,Sorghum,235464,train
Sorghum_Olympus_Exp53_4_03,Sorghum,235464,train
Sorghum_Olympus_Exp54_1_05,Sorghum,235467,train
Sorghum_Olympus_Exp54_3_01,Sorghum,235467,train
Sorghum_Olympus_Exp54_3_04,Sorghum,235467,train
Sorghum_Olympus_Exp55_1_03,Sorghum,235761,train
Sorghum_Olympus_Exp55_2_02,Sorghum,235761,train
Sorghum_Olympus_Exp55_2_03,Sorghum,235761,train
Sorghum_Olympus_Exp55_4_01,Sorghum,235761,train
Sorghum_Olympus_Exp56_1_02,Sorghum,235763,train
Sorghum_Olympus_Exp56_3_01,Sorghum,235763,train
Sorghum_Olympus_Exp56_4_02,Sorghum,235763,train
Sorghum_Olympus_Exp57_1_02,Sorghum,235921,train
Sorghum_Olympus_Exp57_1_03,Sorghum,235921,train
Sorghum_Olympus_Exp57_2_03,Sorghum,235921,train
Sorghum_Olympus_Exp57_3_02,Sorghum,235921,train
Sorghum_Olympus_Exp58_1_03,Sorghum,235925,train
Sorghum_Olympus_Exp58_1_05,Sorghum,235925,train
Sorghum_Olympus_Exp58_3_02,Sorghum,235925,train
Sorghum_Olympus_Exp58_3_05,Sorghum,235925,train
Sorghum_Olympus_Exp59_1_01,Sorghum,SQR,test
Sorghum_Olympus_Exp59_1_07,Sorghum,SQR,test
Sorghum_Olympus_Exp59_2_04,Sorghum,SQR,test
Sorghum_Olympus_Exp59_2_06,Sorghum,SQR,test
Sorghum_Olympus_Exp59_4_04,Sorghum,SQR,test
Sorghum_Olympus_Exp60_Control_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_19,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_30,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_36,Sorghum,Teshale,train
Sorghum_Olympus_Exp60_Control_43,Sorghum,Teshale,train
Sorghum_Olympus_Exp61_PMB10_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp61_PMB10_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp61_PMB10_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp61_PMB10_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp63_PMB23_10,Sorghum,Teshale,val
Sorghum_Olympus_Exp63_PMB23_18,Sorghum,Teshale,val
Sorghum_Olympus_Exp64_Control_15,Sorghum,Teshale,val
Sorghum_Olympus_Exp65_PDB79_04,Sorghum,Teshale,val
Sorghum_Olympus_Exp66_PDB85_01,Sorghum,Teshale,val
Sorghum_Olympus_Exp66_PDB85_03,Sorghum,Teshale,val
Sorghum_Olympus_Exp67_PMB29_10,Sorghum,Teshale,val
Sorghum_Olympus_Exp67_PMB29_15,Sorghum,Teshale,val
Sorghum_Olympus_Exp68_Control_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp68_Control_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp68_Control_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp68_Control_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp68_Control_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp69_PDB108_08,Sorghum,Teshale,train
Sorghum_Olympus_Exp69_PDB108_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp69_PDB108_17,Sorghum,Teshale,train
Sorghum_Olympus_Exp69_PDB108_26,Sorghum,Teshale,train
Sorghum_Olympus_Exp69_PDB108_45,Sorghum,Teshale,train
Sorghum_Olympus_Exp70_PDB127_02,Sorghum,Teshale,val
Sorghum_Olympus_Exp70_PDB127_18,Sorghum,Teshale,val
Sorghum_Olympus_Exp71_PDB134_04,Sorghum,Teshale,test
Sorghum_Olympus_Exp72_PDB136_04,Sorghum,Teshale,val
Sorghum_Olympus_Exp73_Control_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp73_Control_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp73_Control_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp73_Control_30,Sorghum,Teshale,train
Sorghum_Olympus_Exp74_PDB143_03,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_15,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_24,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_03,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_06,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_09,Sorghum,Teshale,test
Sorghum_Olympus_Exp76_PDB175_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp76_PDB175_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp76_PDB175_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp77_PDB186_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp77_PDB186_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp77_PDB186_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp77_PDB186_25,Sorghum,Teshale,train
Sorghum_Olympus_Exp78_PDB189_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp78_PDB189_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp78_PDB189_17,Sorghum,Teshale,train
Sorghum_Olympus_Exp78_PDB189_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp79_PDB214_01,Sorghum,Teshale,train
Sorghum_Olympus_Exp79_PDB214_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp79_PDB214_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp79_PDB214_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp80_Control_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp80_Control_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp80_Control_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp81_PDB265_05,Sorghum,Teshale,val
Sorghum_Olympus_Exp81_PDB265_07,Sorghum,Teshale,val
Sorghum_Olympus_Exp82_PDB289_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp82_PDB289_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp82_PDB289_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp83_PDB290_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp83_PDB290_08,Sorghum,Teshale,train
Sorghum_Olympus_Exp83_PDB290_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_11,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_19,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp84_PDB68_23,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_08,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_22,Sorghum,Teshale,train
Sorghum_Olympus_Exp85_PDB75_24,Sorghum,Teshale,train
Sorghum_Olympus_Exp86_PDB89_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp86_PDB89_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp86_PDB89_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp86_PDB89_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp86_PDB89_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp87_Control_01,Sorghum,Teshale,val
Sorghum_Olympus_Exp87_Control_04,Sorghum,Teshale,val
Sorghum_Olympus_Exp88_N3_02,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_03,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_12,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_13,Sorghum,Teshale,test
Sorghum_Olympus_Exp89_N5_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp89_N5_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp89_N5_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp90_PDB93_01,Sorghum,Teshale,train
Sorghum_Olympus_Exp90_PDB93_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp90_PDB93_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp90_PDB93_24,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp91_Control_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp92_LLC1593_01,Sorghum,Teshale,train
Sorghum_Olympus_Exp92_LLC1593_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp92_LLC1593_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp92_LLC1593_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_11,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp93_LLC2243_21,Sorghum,Teshale,train
Sorghum_Olympus_Exp94_LLC3456_05,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_06,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_07,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_16,Sorghum,Teshale,test
Sorghum_Olympus_Exp95_Control_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_11,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_17,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp95_Control_26,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_01,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_17,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_22,Sorghum,Teshale,train
Sorghum_Olympus_Exp96_LLC1358_24,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_11,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp97_LLC1592_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_09,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_18,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_22,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_23,Sorghum,Teshale,train
Sorghum_Olympus_Exp98_LLC1807_24,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_02,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_03,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_06,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_14,Sorghum,Teshale,train
Sorghum_Olympus_Exp99_LLC2210_20,Sorghum,Teshale,train
Sorghum_Olympus_Exp100_LLC2960_05,Sorghum,Teshale,test
Sorghum_Olympus_Exp100_LLC2960_11,Sorghum,Teshale,test
Sorghum_Olympus_Exp100_LLC2960_15,Sorghum,Teshale,test
Sorghum_Olympus_Exp101_Control_37,Sorghum,Teshale,val
Sorghum_Olympus_Exp101_Control_43,Sorghum,Teshale,val
Sorghum_Olympus_Exp101_Control_46,Sorghum,Teshale,val
Sorghum_Olympus_Exp102_Minimedusa_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_05,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_07,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_10,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_11,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_13,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_16,Sorghum,Teshale,train
Sorghum_Olympus_Exp102_Minimedusa_19,Sorghum,Teshale,train
Sorghum_Olympus_Exp103_Hypocotyl_AF_04,Sorghum,Teshale,train
Sorghum_Olympus_Exp103_Hypocotyl_AF_12,Sorghum,Teshale,train
Sorghum_Olympus_Exp103_Hypocotyl_AF_15,Sorghum,Teshale,train
Sorghum_Olympus_Exp103_Hypocotyl_AF_19,Sorghum,Teshale,train
Sorghum_C10_Exp1_A2,Sorghum,SQR,val
Sorghum_C10_Exp2_A10,Sorghum,SQR,val
Sorghum_C10_Exp2_B2,Sorghum,SQR,val
Sorghum_C10_Exp2_B3,Sorghum,SRN,val
Sorghum_C10_Exp2_B4,Sorghum,SQR,val
Sorghum_C10_Exp2_B7,Sorghum,SRN,val
Sorghum_C10_Exp2_C2,Sorghum,SQR,val
Sorghum_C10_Exp2_C8,Sorghum,SQR,val
Sorghum_C10_Exp2_C10,Sorghum,SQR,val
Sorghum_C10_Exp2_D6,Sorghum,SQR,val
Sorghum_C10_Exp2_D8,Sorghum,SQR,val
Sorghum_C10_Exp3_D3,Sorghum,SRN,test
Sorghum_C10_Exp3_G1,Sorghum,SRN,test
Sorghum_C10_Exp3_G12,Sorghum,SQR,test
Sorghum_C10_Exp3_H3,Sorghum,SRN,test
Sorghum_C10_Exp4_E2,Sorghum,SQR,test
Sorghum_C10_Exp4_G1,Sorghum,SRN,test
Sorghum_C10_Exp4_G6,Sorghum,SQR,test
Sorghum_C10_Exp4_H1,Sorghum,SRN,test
Sorghum_C10_Exp5_A2,Sorghum,SQR,train
Sorghum_C10_Exp5_A7,Sorghum,SRN,train
Sorghum_C10_Exp5_A8,Sorghum,SQR,train
Sorghum_C10_Exp5_A9,Sorghum,SRN,train
Sorghum_C10_Exp5_B4,Sorghum,SQR,train
Sorghum_C10_Exp5_B7,Sorghum,SRN,train
Sorghum_C10_Exp5_C7,Sorghum,SRN,train
Sorghum_C10_Exp5_D12,Sorghum,SQR,train
Sorghum_C10_Exp5_E2,Sorghum,SQR,train
Sorghum_C10_Exp5_E4,Sorghum,SQR,train
Sorghum_C10_Exp5_E8,Sorghum,SQR,train
Sorghum_C10_Exp5_E9,Sorghum,SRN,train
Sorghum_C10_Exp5_E11,Sorghum,SRN,train
Sorghum_C10_Exp5_E12,Sorghum,SQR,train
Sorghum_C10_Exp5_F2,Sorghum,SQR,train
Sorghum_C10_Exp5_F4,Sorghum,SQR,train
Sorghum_C10_Exp5_F10,Sorghum,SQR,train
Sorghum_C10_Exp5_G1,Sorghum,SRN,train
Sorghum_C10_Exp5_G2,Sorghum,SQR,train
